"site_id","site_name","year","start_time","visit_number","scientific_name","common_name","abundance","detections","time_of_day"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Cyanocitta cristata","Blue Jay",1,3,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Regulus satrapa","Golden-crowned Kinglet",1,0,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Seiurus aurocapilla","Ovenbird",2,14,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Setophaga virens","Black-throated Green Warbler",2,0,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Turdus migratorius","American Robin",1,3,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Vireo olivaceus","Red-eyed Vireo",1,5,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:04:00",2,"Vireo solitarius","Blue-headed Vireo",1,0,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Contopus virens","Eastern Wood-Pewee",1,8,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Cyanocitta cristata","Blue Jay",1,1,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Poecile atricapillus","Black-capped Chickadee",1,1,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,2,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Seiurus aurocapilla","Ovenbird",1,21,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Setophaga coronata","Yellow-rumped Warbler",2,5,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Turdus migratorius","American Robin",1,0,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Vireo olivaceus","Red-eyed Vireo",1,9,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",1,"Vireo solitarius","Blue-headed Vireo",1,3,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",3,"Cyanocitta cristata","Blue Jay",2,4,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",3,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"ACAD3205","Acadia National Park",2022,"07:18:00",3,"Turdus migratorius","American Robin",4,33,"7AM to 8AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Catharus guttatus","Hermit Thrush",2,0,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Certhia americana","Brown Creeper",1,12,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Poecile atricapillus","Black-capped Chickadee",2,0,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Setophaga coronata","Yellow-rumped Warbler",3,0,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Setophaga virens","Black-throated Green Warbler",3,28,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"06:36:00",2,"Vireo solitarius","Blue-headed Vireo",2,0,"6AM to 7AM"
"ACAD3301","Acadia National Park",2022,"08:10:00",3,"Catharus guttatus","Hermit Thrush",1,0,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:10:00",3,"Poecile atricapillus","Black-capped Chickadee",1,0,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:10:00",3,"Regulus satrapa","Golden-crowned Kinglet",2,0,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:10:00",3,"Sitta canadensis","Red-breasted Nuthatch",2,0,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Poecile atricapillus","Black-capped Chickadee",2,0,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Regulus satrapa","Golden-crowned Kinglet",2,13,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Seiurus aurocapilla","Ovenbird",1,21,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Setophaga coronata","Yellow-rumped Warbler",2,3,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Setophaga virens","Black-throated Green Warbler",3,106,"8AM to 9AM"
"ACAD3301","Acadia National Park",2022,"08:18:00",1,"Troglodytes hiemalis","Winter Wren",1,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:02:00",1,"Catharus guttatus","Hermit Thrush",2,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:02:00",1,"Mniotilta varia","Black-and-white Warbler",1,10,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:02:00",1,"Seiurus aurocapilla","Ovenbird",3,44,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:02:00",1,"Setophaga virens","Black-throated Green Warbler",2,12,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:02:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Catharus guttatus","Hermit Thrush",1,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Regulus satrapa","Golden-crowned Kinglet",1,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Seiurus aurocapilla","Ovenbird",3,2,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Setophaga virens","Black-throated Green Warbler",4,11,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:14:00",2,"Vireo solitarius","Blue-headed Vireo",2,1,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:15:00",3,"Catharus guttatus","Hermit Thrush",1,3,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:15:00",3,"Seiurus aurocapilla","Ovenbird",1,14,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:15:00",3,"Setophaga americana","Northern Parula",1,20,"8AM to 9AM"
"ACAD3302","Acadia National Park",2023,"08:15:00",3,"Setophaga fusca","Blackburnian Warbler",1,0,"8AM to 9AM"
